,entity,frequency
29267,pi3,4
29268,delta,6
29269,7505,1
29270,2007,5
29271,filo group lymsm,1
29272,nhl mm,1
29273,delta,6
29274,2016,89
29275,2016,89
29276,2016,89
29277,1,256
29278,cll w dr,1
29279,phillip thompson,5
29280,delta,6
29281,13q,6
29282,13q,6
29283,2016 mrr pvt ltd,1
29284,weillcornell cll,1
29285,nicole lamanna md,1
29286,mm,21
29287,32,11
29288,70,36
29289,tomorrow,85
29290,5 month,2
29291,patientcafe cll,1
29292,19 16,4
29293,2020,122
29294,19 16,4
29295,2020,122
29296,19 16,4
29297,2020,122
29298,6,80
29299,64k9,1
29300,monteria,1
29301,cordoba,1
29302,4,163
29303,la verne,1
29304,cll,1030
29305,alex smith,1
29306,today,361
29307,cll,1030
29308,cdoc2016,1
29309,ireland,5
29310,cll,1030
29311,3,390
29312,cll,1030
29313,sll,337
29314,asco,29
29315,4,163
29316,eha2016,5
29317,1,256
29318,genentech,81
29319,cll,1030
29320,eha2016,5
29321,eha2016 movingforward,1
29322,cll,1030
29323,cll,1030
29324,ref,5
29325,sll,337
29326,alvocidib flavopiridol,1
29327,2016,89
29328,1077,1
29329,hopingforarepeat,1
29330,tgtx,2
29331,cll nhls,1
29332,2016,89
29333,2020,122
29334,people live w cll,1
29335,eha2016,5
29336,243,1
29337,17p,159
29338,eha2016 barbara,1
29339,gerionc gerihem,1
29340,the 12th,1
29341,eha2016,5
29342,45 day old,1
29343,w bannermdandersn,1
29344,cll watchandwait,2
29345,cml,7
29346,nhl hodgkin,3
29347,maintenance rituximab better,1
29348,93rd,1
29349,annual,95
29350,this year,54
29351,208,1
29352,eastern,1
29353,tp53,94
29354,ghia,4
29355,gordon dr stilgenbauer,1
29356,thompson discuss,1
29357,50,30
29358,41st,1
29359,eha2016 eha_hematology,1
29360,gibt prof stephan stilgenbauer auf,1
29361,lymphatische leukämie,1
29362,lake park eastern,1
29363,cll,1030
29364,3,390
29365,this week,74
29366,sydney,1
29367,nhl,108
29368,asco16,22
29369,imbruvica,166
29370,asco16,22
29371,26 33,1
29372,8,59
29373,inhl,1
29374,cll,1030
29375,mrr pvt ltd,1
29376,idelalisib,8
29377,abbvie abbv,3
29378,ec,17
29379,imbruvica,166
29380,asco16,22
29381,cd19,92
29382,asco16 cr,1
29383,3,390
29384,76,6
29385,david asco16,1
29386,81,17
29387,16 cr,1
29388,400,14
29389,1,256
29390,asco16,22
29391,columbiacancer columbia cll,1
29392,dr kipps,2
29393,lamana columbia,1
29394,idela,3
29395,del tp53,1
29396,11q,13
29397,asco16,22
29398,mtp,3
29399,asco2016,4
29400,mememonday,1
29401,cll,1030
29402,2,415
29403,asco16,22
29404,3,390
29405,genentech,81
29406,fda,889
29407,asco16 2 year,1
29408,81,17
29409,76,6
29410,2 year,20
29411,81,17
29412,cll,1030
29413,european commission,24
29414,asco 2015,1
29415,asco16 2,1
29416,asco16,22
29417,w cd19,2
29418,asco16,22
29419,nhl,108
29420,fda,889
29421,60 second,3
29422,2y,3
29423,john pagel,14
29424,2016,89
29425,asco16 pi3k,1
29426,ec,17
29427,idelalisib relate immune,1
29428,asco16,22
29429,asco16,22
29430,w peter dreger,1
29431,cll m hallek,1
29432,ec,17
29433,roche,68
29434,asco16 michael,1
29435,asco16 1st,1
29436,asco16,22
29437,mascara s head,1
29438,2cpe,1
29439,therapeuticexploitation,1
29440,dr brown,5
29441,7097,1
29442,asco,29
29443,obinutuzumab,114
29444,xpo1,6
29445,karyotype kras,1
29446,pot1,7
29447,clb,2
29448,asco16,22
29449,2,415
29450,imbruvica,166
29451,eu,180
29452,cll,1030
29453,17p,159
29454,111,3
29455,47,8
29456,roche,68
29457,european commission,24
29458,roche s mabtherea,124
29459,eu,180
29460,cll lymphoma microenvironment,1
29461,janssen s cll,1
29462,2,415
29463,eu,180
29464,roche s,22
29465,lampson et al re immune,1
29466,w cll,21
29467,roche s,22
29468,roche s mabtherea,124
29469,eu,180
29470,abbv ec,1
29471,first,477
29472,powerfulpatient barbara share,1
29473,wierda cll,2
29474,roche s mabtherea,124
29475,eu,180
29476,fda,889
29477,first,477
29478,roche cll,1
29479,imbruvica,166
29480,eu,180
29481,european commission,24
29482,imbruvica,166
29483,first,477
29484,5,90
29485,eu,180
29486,fda,889
29487,europe,61
29488,roche s mabtherea,124
29489,eu,180
29490,roche s mabtherea,124
29491,eu,180
29492,ec,17
29493,mabthera rituximab,1
29494,roche s mabtherea,124
29495,eu,180
29496,european commission,24
29497,european commission,24
29498,imbruvica,166
29499,first,477
29500,europe,61
29501,european commission,24
29502,imbruvica,166
29503,first,477
29504,eu commission,1
29505,imbruvica,166
29506,first,477
29507,roche s mabtherea,124
29508,eu,180
29509,reuters,20
29510,abbv european commission,1
29511,imbruvica,166
29512,first,477
29513,european commission,24
29514,first,477
29515,one day,5
29516,roche s mabtherea,124
29517,eu,180
29518,reuters,20
29519,roche s mabtherea,124
29520,eu,180
29521,roche s mabtherea,124
29522,eu,180
29523,asia southeast asia,1
29524,janssen s imbruvica,11
29525,roche s mabtherea,124
29526,eu,180
29527,roche s mabtherea,124
29528,eu,180
29529,roche s mabtherea,124
29530,eu,180
29531,setd2,1
29532,roche s mabtherea,124
29533,eu,180
29534,roche s mabtherea,124
29535,eu,180
29536,roche s mabtherea,124
29537,eu,180
29538,roche s mabtherea,124
29539,eu,180
29540,roche s mabtherea,124
29541,eu,180
29542,roche s mabtherea,124
29543,eu,180
29544,roche s mabtherea,124
29545,eu,180
29546,roche s mabtherea,124
29547,eu,180
29548,roche s mabtherea,124
29549,eu,180
29550,roche s mabtherea,124
29551,eu,180
29552,roche s mabtherea,124
29553,eu,180
29554,roche s mabtherea,124
29555,eu,180
29556,roche s mabtherea,124
29557,eu,180
29558,roche s mabtherea,124
29559,eu,180
29560,roche s mabtherea,124
29561,eu,180
29562,roche s mabtherea,124
29563,eu,180
29564,roche s mabtherea,124
29565,eu,180
29566,roche s mabtherea,124
29567,eu,180
29568,roche s mabtherea,124
29569,eu,180
29570,roche s mabtherea,124
29571,eu,180
29572,roche s mabtherea,124
29573,eu,180
29574,roche s mabtherea,124
29575,eu,180
29576,healthnews,7
29577,roche s mabtherea,124
29578,eu,180
29579,roche s mabtherea,124
29580,eu,180
29581,roche s mabtherea,124
29582,eu,180
29583,roche s mabtherea,124
29584,eu,180
29585,roche s mabtherea,124
29586,eu,180
29587,roche s mabtherea,124
29588,eu,180
29589,roche s mabtherea,124
29590,eu,180
29591,roche s mabtherea,124
29592,eu,180
29593,roche s mabtherea,124
29594,eu,180
29595,roche s mabtherea,124
29596,eu,180
29597,roche s mabtherea,124
29598,eu,180
29599,roche s mabtherea,124
29600,eu,180
29601,zurich reuters,33
29602,roche,68
29603,roche s mabtherea,124
29604,eu,180
29605,roche s mabtherea,124
29606,eu,180
29607,roche s mabtherea,124
29608,eu,180
29609,roche s mabtherea,124
29610,eu,180
29611,roche s mabtherea,124
29612,eu,180
29613,roche s mabtherea,124
29614,eu,180
29615,roche s mabtherea,124
29616,eu,180
29617,roche s mabtherea,124
29618,eu,180
29619,roche s mabtherea,124
29620,eu,180
29621,roche s mabtherea,124
29622,eu,180
29623,article roche s mabtherea,1
29624,eu,180
29625,roche s mabtherea,124
29626,eu,180
29627,roche s mabtherea,124
29628,eu,180
29629,roche s mabtherea,124
29630,eu,180
29631,roche s mabtherea,124
29632,eu,180
29633,roche s mabtherea,124
29634,eu,180
29635,roche s mabtherea,124
29636,eu,180
29637,roche s mabtherea,124
29638,eu,180
29639,zurich reuters,33
29640,roche,68
29641,european,47
29642,roche s mabtherea,124
29643,eu,180
29644,zurich reuters,33
29645,roche,68
29646,roche s mabtherea,124
29647,eu,180
29648,roche s mabtherea,124
29649,eu,180
29650,roche s mabtherea,124
29651,eu,180
29652,roche s mabtherea,124
29653,eu,180
29654,roche s mabtherea,124
29655,eu,180
29656,roche s mabtherea,124
29657,eu,180
29658,roche s mabtherea,124
29659,eu,180
29660,roche s mabtherea,124
29661,eu,180
29662,roche s mabtherea,124
29663,eu,180
29664,roche s mabtherea,124
29665,eu,180
29666,roche s mabtherea,124
29667,eu,180
29668,roche s mabtherea,124
29669,eu,180
29670,roche s mabtherea,124
29671,eu,180
29672,roche s mabtherea,124
29673,eu,180
29674,roche s mabtherea,124
29675,eu,180
29676,roche s mabtherea,124
29677,eu,180
29678,roche s mabtherea,124
29679,eu,180
29680,roche s mabtherea,124
29681,eu,180
29682,roche s mabtherea,124
29683,eu,180
29684,roche s mabtherea,124
29685,eu,180
29686,roche s mabtherea,124
29687,eu,180
29688,roche s mabtherea,124
29689,eu,180
29690,roche s mabtherea,124
29691,eu,180
29692,roche s mabtherea,124
29693,eu,180
29694,zurich,1
29695,roche s mabtherea,124
29696,eu,180
29697,zurich reuters,33
29698,roche,68
29699,roche s mabtherea,124
29700,eu,180
29701,zurich reuters,33
29702,roche,68
29703,roche s mabtherea,124
29704,eu,180
29705,today,361
29706,roche s mabtherea,124
29707,eu,180
29708,zurich reuters,33
29709,roche,68
29710,roche s mabtherea,124
29711,eu,180
29712,roche s mabtherea,124
29713,eu,180
29714,zurich reuters,33
29715,roche,68
29716,roche s mabtherea,124
29717,eu,180
29718,zurich reuters,33
29719,roche,68
29720,roche s mabtherea,124
29721,eu,180
29722,zurich reuters,33
29723,roche,68
29724,roche s mabtherea,124
29725,eu,180
29726,zurich reuters,33
29727,roche,68
29728,roche s mabtherea,124
29729,eu,180
29730,zurich reuters,33
29731,roche,68
29732,roche s mabtherea,124
29733,eu,180
29734,zurich reuters,33
29735,roche,68
29736,roche s mabtherea,124
29737,eu,180
29738,zurich reuters,33
29739,roche,68
29740,roche s mabtherea,124
29741,eu,180
29742,zurich reuters,33
29743,roche,68
29744,roche s mabtherea,124
29745,eu,180
29746,zurich reuters,33
29747,roche,68
29748,roche s mabtherea,124
29749,eu,180
29750,zurich reuters,33
29751,roche,68
29752,roche s mabtherea,124
29753,eu,180
29754,zurich reuters,33
29755,roche,68
29756,roche s mabtherea,124
29757,eu,180
29758,zurich reuters,33
29759,roche,68
29760,roche s mabtherea,124
29761,eu,180
29762,zurich reuters,33
29763,roche,68
29764,roche s mabtherea,124
29765,eu,180
29766,zurich reuters,33
29767,roche,68
29768,roche s mabtherea,124
29769,eu,180
29770,zurich reuters,33
29771,roche,68
29772,roche s mabtherea,124
29773,eu,180
29774,zurich reuters,33
29775,roche,68
29776,roche s mabtherea,124
29777,eu,180
29778,zurich reuters,33
29779,roche,68
29780,roche s mabtherea,124
29781,eu,180
29782,zurich reuters,33
29783,roche,68
29784,roche s mabtherea,124
29785,eu,180
29786,zurich reuters,33
29787,roche,68
29788,roche s mabtherea,124
29789,eu,180
29790,zurich reuters,33
29791,roche,68
29792,roche s mabtherea,124
29793,eu,180
29794,zurich reuters,33
29795,roche,68
29796,roche s mabtherea,124
29797,eu,180
29798,zurich reuters,33
29799,roche,68
29800,roche s mabtherea,124
29801,eu,180
29802,zurich reuters,33
29803,roche,68
29804,roche s mabtherea,124
29805,eu,180
29806,zurich reuters,33
29807,roche,68
29808,roche s mabtherea,124
29809,eu,180
29810,zurich reuters,33
29811,roche,68
29812,roche s mabtherea,124
29813,eu,180
29814,zurich reuters,33
29815,roche,68
29816,roche s mabtherea,124
29817,eu,180
29818,roche s mabtherea,124
29819,eu,180
29820,roche s mabtherea,124
29821,eu,180
29822,zurich reuters,33
29823,roche,68
29824,roche s mabtherea,124
29825,eu,180
29826,julian clark,1
29827,mcri_for_kids,1
29828,con los chiquiturris,1
29829,más bonito del mundo,1
29830,a wonderful hour,1
29831,obinutuzumab europepmc,1
29832,2010,15
29833,the_tone3,1
29834,the council of islamic ideology,1
29835,cll,1030
29836,wbcd2016,1
29837,drs castro,1
29838,kwok m davy n,1
29839,1st,83
29840,80,19
29841,gud sugston,1
29842,cll,1030
29843,bill lik divorc,1
29844,2,415
29845,1 lin klasrarauf amirmateen2,1
29846,april,12
29847,rituximab,139
29848,fda,889
29849,2016 to 2020,1
29850,fda,889
29851,morning,18
29852,100,50
29853,eha16 medcomms congress cll,1
29854,first,477
29855,season,10
29856,livecll16,1
29857,rituximab biosimilar,3
29858,llsnyc pan_foundation,1
29859,powerfulin2016 livecll16,1
29860,yesterday,38
29861,fda,889
29862,sll,337
29863,alan skarbnik,3
29864,weisman s,1
29865,fda,889
29866,fda,889
29867,fda,889
29868,bloggerscorner1,1
29869,otin,2
29870,eshg2016,2
29871,eshg2016,2
29872,review w,1
29873,beaverton,1
29874,oregon,4
29875,fda,889
29876,2003,4
29877,2013,17
29878,fda,889
29879,fda,889
29880,fda,889
29881,fda,889
29882,fda,889
29883,fda,889
29884,fda,889
29885,fda,889
29886,fda,889
29887,healthnews,7
29888,fda,889
29889,fda,889
29890,fda,889
29891,fda,889
29892,fda,889
29893,fda,889
29894,fda,889
29895,healthnews,7
29896,fda,889
29897,fda,889
29898,fda,889
29899,asktheexpert wwierda,1
29900,s cll webinar,1
29901,declaración,1
29902,2017,121
29903,21,22
29904,21,22
29905,cd40,16
29906,genmab s arzerra,2
29907,british,7
29908,llsnyc llsusa mdandersonnews,1
29909,ats2016,1
29910,idelalisib rituximab discontinuation oncology,1
29911,37 8 51,1
29912,roche s,22
29913,10,90
29914,roche s,22
29915,10,90
29916,17,47
29917,20,40
29918,cll,1030
29919,cll,1030
29920,cll cll,12
29921,anna s,1
29922,cll,1030
29923,texas,8
29924,cll,1030
29925,38 3,1
29926,2 1,6
29927,four,58
29928,2016 57,1
29929,1033,1
29930,germany,15
29931,the last decade,8
29932,9b,1
29933,cxcl12,5
29934,2016 may 13,1
29935,missionmonday,1
29936,livingwell w cll,1
29937,llsnyc imermanangels,1
29938,just 15 minute,1
29939,weekend,8
29940,cameralibra lubbeek visitfrance tourisme,1
29941,france,10
29942,today,361
29943,cxcl12,5
29944,fda,889
29945,17p,159
29946,5 14,4
29947,timfenske lymphoma_doc jonathonbcohen,1
29948,terry har,1
29949,cll,1030
29950,daar ben,1
29951,anne wanquet y,1
29952,5 14,4
29953,maar morgen,1
29954,mañana dura de desplazamientos último día de desplazamientos,1
29955,chelsea,2
29956,john terry,10
29957,jt26,7
29958,llsnyc,1
29959,ash15 cll,3
29960,chelsea,2
29961,john terry,10
29962,anfield جمهور تشيلسى العظيم,1
29963,jt26,7
29964,year,25
29965,don,76
29966,2016,89
29967,one,163
29968,estamos,2
29969,trabajando para,1
29970,un,89
29971,european,47
29972,patientcafe w power4patients cll,1
29973,fda,889
29974,imbruvica,166
29975,sll,337
29976,2016,89
29977,jciinsight,1
29978,39 8,1
29979,ian,2
29980,gear_4_music,1
29981,u s fda,35
29982,weill cornell regard cll,1
29983,jeffrey jones,8
29984,md mph,5
29985,u s fda,35
29986,dan landau,8
29987,nyepi16,1
29988,fda,889
29989,qmbci era,1
29990,tp53 sf3b1 birc3 notch1,1
29991,u s fda,35
29992,europe,61
29993,2016,89
29994,gras,1
29995,summer 2016,1
29996,caprese,1
29997,canada,55
29998,campeón en el último,1
29999,nacional de mejorada del campo madrid,1
30000,buen año,1
30001,3,390
30002,mejorada del,1
30003,12,77
30004,icd10,1
30005,11,45
30006,10,90
30007,5 19,1
30008,webinar,30
30009,today,361
30010,susan o,14
30011,don,76
30012,cme cll,3
30013,next sunday,1
30014,w,54
30015,idelalisib rituximab,13
30016,today,361
30017,pi3k akt,2
30018,182,1
30019,jaraboyz blink182,1
30020,plan w dr phillip thompson,1
30021,brian koffman,17
30022,farooqui,1
30023,may 4 2016,1
30024,the food and drug,1
30025,webinar,30
30026,nati,1
30027,4,163
30028,w,54
30029,may 19th,1
30030,webinar,30
30031,today,361
30032,susan o,14
30033,fda,889
30034,4,163
30035,2016 2020,2
30036,hematología,5
30037,bendamustine rituximab effective,2
30038,vaccine w dr lamanna,1
30039,14,42
30040,bendamustine rituximab effective,2
30041,15,48
30042,daystogo,1
30043,bloodwise_uk,11
30044,dnmt3a,1
30045,dr xose,1
30046,aacr16,2
30047,mdandersonnews qmul,1
30048,2,415
30049,w cll,21
30050,cll,1030
30051,w dr wierda wwierda,1
30052,33 day,1
30053,50,30
30054,2016,89
30055,815,1
30056,40,27
30057,199,34
30058,2,415
30059,one day,5
30060,2,415
30061,fda,889
30062,janssen s imbruvica,11
30063,uk,64
30064,somedayistoday,2
30065,european,47
30066,abbvie s,6
30067,rxwiki,1
30068,european,47
30069,first,477
30070,70,36
30071,iraqi,1
30072,cd40 il 4,3
30073,4,163
30074,interview w dr,1
30075,cd40 il 4,3
30076,andy s,2
30077,fda,889
30078,fda,889
30079,13,24
30080,101,15
30081,joan justice,1
30082,fda,889
30083,17p,159
30084,fda,889
30085,1α,5
30086,cd40 il 4,3
30087,alter cd4,1
30088,hematología clinical,1
30089,myd88,4
30090,rai powerfulin2016,1
30091,exclusive interview w bob azopardi,1
30092,16,22
30093,fda,889
30094,17p,159
30095,gap2016,1
30096,luis fayad,1
30097,2016,89
30098,resistirme y ya,1
30099,leerlo enterito,1
30100,encantaron cassie,1
30101,cll y ahora,1
30102,su historia,1
30103,w mdandersonnews s,1
30104,cll,1030
30105,w,54
30106,dr jennifer woyach,6
30107,fda,889
30108,17p,159
30109,2,415
30110,nunca falla,1
30111,sino el,1
30112,ganar,1
30113,2016 2018,2
30114,2016 2018,2
30115,salimos para villaguay vamoslucho,1
30116,acutaconference16,1
30117,san diego,12
30118,biologics inc,4
30119,fda,889
30120,cll,1030
30121,w,54
30122,3,390
30123,laura crowe,1
30124,2000,11
30125,12thman,1
30126,reppin,1
30127,767,1
30128,2d,2
30129,fda,889
30130,dr francesc,2
30131,bosch sidnavigare,3
30132,chinese,16
30133,at least 1,6
30134,fda,889
30135,1alpha,1
30136,14th,3
30137,haem2016,2
30138,dr stephan stilgenbauer,1
30139,cll,1030
30140,30,48
30141,5 100,1
30142,2x,65
30143,almost 60 000,1
30144,fda,889
30145,myeloid,56
30146,xose s puente,1
30147,aacr16 allthehyphens,1
30148,biologics inc,4
30149,biologics inc,4
30150,101,15
30151,smudge cell,7
30152,cll,1030
30153,dr david,1
30154,fda,889
30155,fda,889
30156,10,90
30157,nccnac2016,1
30158,aacr16,2
30159,haem2016,2
30160,rhhby s top,1
30161,cll,1030
30162,fda,889
30163,fda,889
30164,fda,889
30165,fda,889
30166,fda,889
30167,immu immunomedics report,1
30168,114,2
30169,at least 1,6
30170,fda,889
30171,17p,159
30172,age 55,1
30173,uk,64
30174,fda,889
30175,more than 10 year,1
30176,alabama pharmacy board defense,1
30177,fda,889
30178,abbvie s venclexta tablet,1
30179,fda,889
30180,genentech,81
30181,fda,889
30182,april 15 2016,1
30183,abbott s,1
30184,today,361
30185,october 2014,1
30186,fda,889
30187,cll,1030
30188,roche,68
30189,psich_en,1
30190,just a week,2
30191,5,90
30192,stat3,6
30193,fda,889
30194,538,1
30195,1b 7b,1
30196,1101,30
30197,goldberg44t billmiller32,1
30198,fda,889
30199,dr wierda,1
30200,17,47
30201,patientpowereu,1
30202,richard stephen,1
30203,genentech cll drug,1
30204,nearly 3 decade,1
30205,fda,889
30206,17p,159
30207,imbruvica,166
30208,2,415
30209,april 15,1
30210,colomer d,1
30211,fda,889
30212,fda,889
30213,1st,83
30214,fda,889
30215,17p,159
30216,glada,1
30217,novia cll,1
30218,vas peyo,1
30219,fda,889
30220,dr susan o brien,8
30221,idelalisib rituximab,13
30222,tgtx ibrunitb problem pfs,1
30223,48b,1
30224,mike,3
30225,fda,889
30226,fda,889
30227,the us food and drug,5
30228,fda,889
30229,the us food and drug,5
30230,fda,889
30231,fda,889
30232,17p,159
30233,2nd,51
30234,sunday,21
30235,fda,889
30236,w wwierda,1
30237,17p,159
30238,cme recurrent,1
30239,cscc1502,1
30240,fda,889
30241,w andrewschorr,1
30242,fda,889
30243,17p deletion 1st,1
30244,2,415
30245,fda,889
30246,17p,159
30247,fda,889
30248,17p,159
30249,fda,889
30250,genentech,81
30251,2020,122
30252,fda,889
30253,fda,889
30254,roche s,22
30255,fda,889
30256,fda,889
30257,fda,889
30258,17p,159
30259,1st,83
30260,fda,889
30261,1st,83
30262,2,415
30263,17p,159
30264,fda,889
30265,fda,889
30266,17p,159
30267,fda,889
30268,roche,68
30269,fda,889
30270,2,415
30271,17p,159
30272,fda,889
30273,fda,889
30274,fda,889
30275,17p,159
30276,fda,889
30277,genentech,81
30278,yesterday,38
30279,2,415
30280,2015,68
30281,teamdiabetescda cll,1
30282,1000km2016,1
30283,cll,1030
30284,roche,68
30285,fda,889
30286,fda,889
30287,the us foo,1
30288,fda,889
30289,fda,889
30290,fda,889
30291,fda,889
30292,fda,889
30293,fda,889
30294,fda,889
30295,fda,889
30296,fda,889
30297,fda,889
30298,dana farber,5
30299,fda,889
30300,fda,889
30301,2,415
30302,fda,889
30303,fda,889
30304,fda,889
30305,cll,1030
30306,fda,889
30307,fda,889
30308,fda,889
30309,wehi,1
30310,cll,1030
30311,roche,68
30312,first,477
30313,2,415
30314,at least one,37
30315,fda,889
30316,17p,159
30317,tomorrow,85
30318,199,34
30319,fda,889
30320,first,477
30321,2,415
30322,roche s,22
30323,fda,889
30324,mgenomica la,1
30325,fda,889
30326,el venetoclax,2
30327,el tratamiento de la leucemia linfocítica crónica,3
30328,deleción 17p,2
30329,la fda,4
30330,el venetoclax,2
30331,el tratamiento de la leucemia linfocítica crónica,3
30332,deleción 17p,2
30333,fda,889
30334,roche s,22
30335,fda,889
30336,17p,159
