,entity,author_name,overall_polarity
25483,fisicas,Alison Evans,Neutral
25484,el capitulo 2,Alison Evans,Neutral
25485,quien,Alison Evans,Neutral
25486,richter s transforma,Medivizor,Neutral
25487,new hodgkin,Medivizor,Neutral
25488,2005,Leukaemia Care,Positive
25489,cll,AU Oncology Reviews,Neutral
25490,3 21,Mahmoud Turki,Neutral
25491,2017,Mahmoud Turki,Neutral
25492,day,Mahmoud Turki,Neutral
25493,season,Andrew Schorr,Neutral
25494,next year,CLL_Fighters🎗,Neutral
25495,annual,Nick,Neutral
25496,drwilliamwierda wwierda,CLL_Fighters🎗,Neutral
25497,global cll,CLL_Fighters🎗,Neutral
25498,45,"Raul Cordoba, MD, PhD",Neutral
25499,45,Lymphoma Hub,Neutral
25500,6 nov,CLL Ireland,Neutral
25501,400,Zack Pemberton-Whiteley,Neutral
25502,1000,Zack Pemberton-Whiteley,Neutral
25503,cont hairy cell,Matthews & Associates,Neutral
25504,w rituximab,CLL Ireland,Neutral
25505,oxford,CLLSA,Neutral
25506,celebramos el día del niño,Corporación Lady Lee,Neutral
25507,los consentidos,Corporación Lady Lee,Neutral
25508,del hogar,Corporación Lady Lee,Neutral
25509,de la gran,Corporación Lady Lee,Neutral
25510,bopa17,VJHemOnc,Neutral
25511,canada,CLL_Fighters🎗,Neutral
25512,grève à pole_emploi snu fsu sud cgt cll,SNU Pôle Emploi FSU Occitanie,Neutral
25513,187 000,CLL Ireland,Neutral
25514,grève à pole_emploi ce,SNU Pôle Emploi FSU Occitanie,Neutral
25515,2017,SNU Pôle Emploi FSU Occitanie,Neutral
25516,8,SNU Pôle Emploi FSU Occitanie,Neutral
25517,5000,ASMPH 2021,Neutral
25518,17p,ASMPH 2021,Neutral
25519,monthly,UCI Health,Neutral
25520,tomorrow night,UCI Health,Neutral
25521,1k,Jah Kuu,Neutral
25522,drpatrickthornton,CLL_Fighters🎗,Neutral
25523,worldmentalhealthday,CLLSA,Neutral
25524,australian,Janssen ANZ,Neutral
25525,1 december,Janssen ANZ,Neutral
25526,pbs,Ethical Strategies,Positive
25527,australian,Ethical Strategies,Positive
25528,2014,Ethical Strategies,Positive
25529,aus government,Christopher Steer,Neutral
25530,460,Christopher Steer,Neutral
25531,janssen s,Christopher Steer,Neutral
25532,today,Ethical Strategies,Positive
25533,phillip thompson,VJHemOnc,Neutral
25534,w,CLL Ireland,Neutral
25535,this evening,EYELATeachingSchool,Neutral
25536,eyfs,EYELATeachingSchool,Neutral
25537,jack,james smith,Neutral
25538,smith,james smith,Neutral
25539,the spring,Nick,Neutral
25540,nova,1ClickRepeater,Neutral
25541,myeloma cll,Beth Faiman PhD,Neutral
25542,cll,BlackSwan Analysis now part of Evaluate Pharma Ltd,Neutral
25543,idelalisib plus,Robert Z. Orlowski,Neutral
25544,asco asco17,VJHemOnc,Neutral
25545,cd40,ImmunologyPapers,Neutral
25546,ccr2,ImmunologyPapers,Neutral
25547,dave danchuk,Jean Kay,Neutral
25548,september 2017,Nick,Neutral
25549,obinutuzumab replace rituximab,CancerTherapyAdvisor,Neutral
25550,bingo j_immunol,Prof John,Neutral
25551,two year ago,krystaldineen,Neutral
25552,2,CLL_Fighters🎗,Neutral
25553,10 10 2017,SNU Pôle Emploi FSU Occitanie,Neutral
25554,sud manquent à l appel,SNU Pôle Emploi FSU Occitanie,Neutral
25555,tx w anthonymatomd,"chadi nabhan MD, MBA, FACP",Neutral
25556,6 30,kory,Neutral
25557,subir al podio,Estelar Gimnasia,Neutral
25558,gav mag,Estelar Gimnasia,Neutral
25559,loestelardelagimnasia,Estelar Gimnasia,Neutral
25560,lymfekræft leukæmi,LyLe Foreningen,Neutral
25561,13,CLL Ireland,Neutral
25562,2017,"Dr T. Comeau , MD",Neutral
25563,pll,Prof John,Neutral
25564,coop,Amy C. Cavers,Neutral
25565,4 tg,Amy C. Cavers,Neutral
25566,thompson mdandersonnewshttp eha_hematology,VJHemOnc,Neutral
25567,bloodcancerawarenessmonth,Jade,Neutral
25568,today,CARE™ Education,compound
25569,chc17 cll,CARE™ Education,compound
25570,dr graeme,CARE™ Education,compound
25571,fraser kick,CARE™ Education,compound
25572,7th,CARE™ Education,compound
25573,annual,CARE™ Education,compound
25574,bbc,CLLSA,Neutral
25575,10 10 30am,CLLSA,Neutral
25576,multilatérale entre la,SNU Pôle Emploi FSU Occitanie,Neutral
25577,dans,SNU Pôle Emploi FSU Occitanie,Neutral
25578,un,SNU Pôle Emploi FSU Occitanie,Neutral
25579,icml17,SSBMT الخلاياالجذعية,Neutral
25580,one,Leya R. Elijah,Neutral
25581,prodigiosin induces,CLL Society Inc.,Neutral
25582,50,Patient Power,Neutral
25583,cartcelltherapy peter,VJHemOnc,Neutral
25584,hjoan23publica cancerlett,HJ23,Neutral
25585,17q,HJ23,Neutral
25586,70,Roche,Neutral
25587,bloodcancerawarenessmonth,Roche,Neutral
25588,3 month,Liz Brem,Neutral
25589,anthonymatomd chadinabhan,Liz Brem,Neutral
25590,today,Jennifer Liniewski,Neutral
25591,today,@MyelomaTeacher - Cindy Chmielewski,Neutral
25592,4,@MyelomaTeacher - Cindy Chmielewski,Neutral
25593,myeloma cll,@MyelomaTeacher - Cindy Chmielewski,Neutral
25594,anthonymatomd cll,"Raul Cordoba, MD, PhD",Neutral
25595,fsu sud unsa,SNU Pôle Emploi FSU Occitanie,Neutral
25596,cancertrials_ie,Medical Independent,Neutral
25597,patient w,NewYork-Presbyterian,Neutral
25598,jan,CLL Ireland,Neutral
25599,cllireland join tv3elaine,CLL Ireland,Neutral
25600,se va,Marc Puigvert,Neutral
25601,votar de forma pacifica,Marc Puigvert,Neutral
25602,el envío de,Marc Puigvert,Neutral
25603,catalunya,Marc Puigvert,Neutral
25604,violencia cll,Marc Puigvert,Neutral
25605,the end of september,CLLSA,Neutral
25606,cello group plc s,MarketBeat,Neutral
25607,132,MarketBeat,Neutral
25608,cello group plc s,US Banking News,Neutral
25609,132,US Banking News,Neutral
25610,struggle w,Patient Empowerment Network,Neutral
25611,101,Patient Empowerment Network,Neutral
25612,você tem cara de que,Robat Taylor Khalifa,Neutral
25613,a beautiful day,Southland,Neutral
25614,5th,Southland,Neutral
25615,annual,Southland,Neutral
25616,this past weekend,APSHO,Neutral
25617,jh0354,ScienceSource Images,Neutral
25618,20k,JanssenUS,Neutral
25619,today,"the favorites, or whatever",Neutral
25620,today,Kelsey Stanczyk,Neutral
25621,freuen sich auf,German Cheer Dad (GCD),Positive
25622,nigga kizomba outro aqui ê kuduro,Robat Taylor Khalifa,Neutral
25623,today,Jim Costa,Neutral
25624,portland,Jim Costa,Neutral
25625,danlandau md phd weillcornell,CLL_Fighters🎗,Neutral
25626,nora,Patient Power,Neutral
25627,meeting w,Patient Power,Neutral
25628,atrial fibrillation,"chadi nabhan MD, MBA, FACP",Neutral
25629,anthonymatomd drraulcordoba,"chadi nabhan MD, MBA, FACP",Neutral
25630,hairdresser,Selma Errol Hassan,Neutral
25631,10 year,"Raul Cordoba, MD, PhD",Neutral
25632,colonia la liebres cll de,El Celta Restaurant,Neutral
25633,joven bonarda,El Celta Restaurant,Neutral
25634,organico,El Celta Restaurant,Neutral
25635,mendocino,El Celta Restaurant,Neutral
25636,nuestro recomendado,El Celta Restaurant,Neutral
25637,30,Jah Kuu,Neutral
25638,iwashealthy til,Mainely Inspired,Positive
25639,2,Mainely Inspired,Positive
25640,gop,Mainely Inspired,Positive
25641,this morning,SeattleCancerCareAlliance,Neutral
25642,michael keating,CLL_Fighters🎗,Neutral
25643,2017,Jose Luis Poveda,Neutral
25644,third,Patient Power,Neutral
25645,agingdata,NACDA Program on Aging,Neutral
25646,3 pm,Patient Power,Neutral
25647,66,CLLSA,Neutral
25648,34,CLLSA,Neutral
25649,ian pollard,BrandUK,Neutral
25650,kingfisherplc kgf diageogb,BrandUK,Neutral
25651,600,BrandUK,Neutral
25652,roche s venetoclax,Haybury,Neutral
25653,cll,Haybury,Neutral
25654,3,BioPharma Dive,Neutral
25655,10 year,Pub Snips 🔬,Neutral
25656,17p,CLL_Fighters🎗,Neutral
25657,982,Lymphoma Hub,Neutral
25658,cll pharma,Kara Jill Stancell,Neutral
25659,nfatc1,Cancer Papers,Negative
25660,michael hallek,CLL_Fighters🎗,Neutral
25661,2 1,AURELIAN UDRISTIOIU,Neutral
25662,genentech,Lee King,Neutral
25663,p3,Odi Bruckman,Neutral
25664,michael hallek,BloodWork,Neutral
25665,mini cll,Angela,Neutral
25666,becca,Angela,Neutral
25667,4yearsago,Angela,Neutral
25668,23,Helen Jane Mee,Neutral
25669,950a,MD Anderson Leukemia,Neutral
25670,westin galleria l3 br2 4,MD Anderson Leukemia,Neutral
25671,950a,Lisa Palacios,Neutral
25672,westin galleria l3 br2 4,Lisa Palacios,Neutral
25673,930a,Lisa Palacios,Neutral
25674,102,Lisa Palacios,Neutral
25675,930a,MD Anderson Leukemia,Neutral
25676,102,MD Anderson Leukemia,Neutral
25677,dr jain,Barbara Pro,Neutral
25678,830a,MD Anderson Leukemia,Neutral
25679,830a,Lisa Palacios,Neutral
25680,8a,Lisa Palacios,Neutral
25681,7a,Lisa Palacios,Neutral
25682,westin galleria l3 p1 dr keating,Lisa Palacios,Neutral
25683,7a,MD Anderson Leukemia,Neutral
25684,westin galleria l3 p1 dr keating,MD Anderson Leukemia,Neutral
25685,peter hillmen,VJHemOnc,Neutral
25686,lthtrust britsochaem,VJHemOnc,Neutral
25687,taxas de resposta cll,Fernando Medina,Neutral
25688,the season sunday,Ashton Cricket Club,Neutral
25689,12 00,Ashton Cricket Club,Neutral
25690,ashton v hollinwoodcrick,Ashton Cricket Club,Neutral
25691,pcl,Ashton Cricket Club,Neutral
25692,nhl cll compassionate,Biotech2050,Neutral
25693,film4,Toshitsugu Nakamura,Neutral
25694,4 30,Michele Nadeem-Baker,Neutral
25695,cll w drs julio delgado amp stephan stilgenbauer hematology,Medscape Education,Neutral
25696,pq10 hdr10,Ultra HD Forum,Neutral
25697,starve cll,CLL Ireland,Neutral
25698,3,WCM Lymphoma,Neutral
25699,bloodcancerawarenessmonth,Janssen Global,Neutral
25700,ncbi,Benito,Neutral
25701,w james,"Pharmacyclics, an AbbVie Company",Neutral
25702,mtp,Lisa Palacios,Neutral
25703,westin galleria l3 chevy f dr ferrajoli,Lisa Palacios,Neutral
25704,mtp,MD Anderson Leukemia,Neutral
25705,westin galleria l3 chevy f dr ferrajoli,MD Anderson Leukemia,Neutral
25706,xd5s,SwingTradeBot UK,Neutral
25707,xar sve,SwingTradeBot UK,Neutral
25708,se homosexualismo fosse,Robat Taylor Khalifa,Neutral
25709,deus,Robat Taylor Khalifa,Neutral
25710,david andrew,David Egan,Neutral
25711,062,CLL Ireland,Neutral
25712,c481s,CLL Ireland,Neutral
25713,joe crisara,Contracting Business,Neutral
25714,cll,Contracting Business,Neutral
25715,cd19,"CancerNetwork®, Home of the Journal ONCOLOGY®",Neutral
25716,22bln,Anna Deveau,Neutral
25717,1 3 year,Anna Deveau,Neutral
25718,portland,Andrew Schorr,Neutral
25719,one,FreshLime,Neutral
25720,335,FreshLime,Neutral
25721,daunorubicin,PharmaFactz,Neutral
25722,stefano molica,BMC Medicine,Neutral
25723,esmo17,BMC Medicine,Neutral
25724,thomas,CLL Ireland,Neutral
25725,cll elia,VJHemOnc,Neutral
25726,hospitalclinic britsochaem,VJHemOnc,Neutral
25727,mzl ibrutix,Faruk Hossain,Neutral
25728,17q,Cancer Papers,Negative
25729,tp53,Cancer Papers,Negative
25730,jan burger,VJHemOnc,Neutral
25731,rituximab obinutuzumab,Cancer And I,Negative
25732,magra quando tosse,Robat Taylor Khalifa,Neutral
25733,karlynhos_matecane,Robat Taylor Khalifa,Neutral
25734,bcell chronic,Drug Delivery News,Neutral
25735,bloodcancer month,Cancer And I,Negative
25736,jan ablett,LymphomaAction,Neutral
25737,cd19,SeqComplete,Neutral
25738,155,microRNApapers,Neutral
25739,1,microRNApapers,Neutral
25740,2,microRNApapers,Neutral
25741,só quem ja apangou,Robat Taylor Khalifa,Neutral
25742,rua,Robat Taylor Khalifa,Neutral
25743,andy s,Patient Power,Neutral
25744,155,Tracia.my.tupperware.com,Neutral
25745,1,Tracia.my.tupperware.com,Neutral
25746,4,3PSolution,Neutral
25747,22,3PSolution,Neutral
25748,2017,3PSolution,Neutral
25749,michelangelo info,3PSolution,Neutral
25750,1st,Biotech2050,Neutral
25751,idelalisib rituximab,Biotech2050,Neutral
25752,vstm newdrug verastem,Scot Walker,Neutral
25753,3 4 month,Scot Walker,Neutral
25754,sll,Scot Walker,Neutral
25755,today,Cancer And I,Negative
25756,duvelisib roche,Healio,Neutral
25757,duvelisib roche,HemOnc Today,Neutral
25758,vstm low,Kara Jill Stancell,Neutral
25759,verastem,Market Cheetah,Neutral
25760,3,Market Cheetah,Neutral
25761,l,Market Cheetah,Neutral
25762,inhye ahn nih,VJHemOnc,Neutral
25763,roughly 20k,"Pharmacyclics, an AbbVie Company",Neutral
25764,every year,"Pharmacyclics, an AbbVie Company",Neutral
25765,cll,Alison Evans,Neutral
25766,alisonevans,Alison Evans,Neutral
25767,tgtx complete,MAISA,Neutral
25768,1101,MAISA,Neutral
25769,2ndq2018,MAISA,Neutral
25770,kipps,Andrew Schorr,Neutral
25771,mayo,A M Billah Sumon,Neutral
25772,first,CLL_Fighters🎗,Neutral
25773,fda,Prof Dr Mustafa Benekli 🩺,Neutral
25774,rituksimab kullanımına,Prof Dr Mustafa Benekli 🩺,Neutral
25775,onay verdi,Prof Dr Mustafa Benekli 🩺,Neutral
25776,ile başetmenin yeni,Prof Dr Mustafa Benekli 🩺,Neutral
25777,yolu rituximab subcutaneous,Prof Dr Mustafa Benekli 🩺,Neutral
25778,tuesdaythoughts,CLLSA,Neutral
25779,cll,CIDEGEN,Neutral
25780,only two,CIDEGEN,Neutral
25781,obinutuzumab plus,Cancer Papers,Negative
25782,2017,COPD News,Neutral
25783,22082017,COPD News,Neutral
25784,22082017,Drug Delivery News,Neutral
25785,2000,Drug Delivery News,Neutral
25786,22082017,Cancer News,Negative
25787,danafarber unmaskcancer fundraiser,Michele Nadeem-Baker,Neutral
25788,oct 21,Michele Nadeem-Baker,Neutral
25789,august,Lymphoma Hub,Neutral
25790,tonight,Cancer And I,Negative
25791,cll,Cancer And I,Negative
25792,mm,CognitionStudio,Neutral
25793,the stromal microenvironment,Cancer Papers,Negative
25794,the stromal microenvironment,NK papers,Neutral
25795,alter n,Frontiers Immunology,Neutral
25796,3 year ago,CLL Ireland,Neutral
25797,redgroove1,CLL_Fighters🎗,Neutral
25798,5,CLL_Fighters🎗,Neutral
25799,next month,Lymphoma Hub,Neutral
25800,1st of the month september,CLLSA,Neutral
25801,bloodcancer month,CLL Ireland,Neutral
25802,ighv4 34,GEDEFO,Neutral
25803,ighv4 34,Jerry Lee,Neutral
25804,fda,Beverley Newbury,Neutral
25805,anthony mato,VJHemOnc,Neutral
25806,jimenez point,Anna Deveau,Neutral
25807,14 month ago,Kerry,Neutral
25808,2nd,Kerry,Neutral
25809,08,BiotechInvest,Neutral
25810,17,BiotechInvest,Neutral
25811,3,BiotechInvest,Neutral
25812,sll,BiotechInvest,Neutral
25813,summer 2017,BiotechInvest,Neutral
25814,onco nephrology,CLL Ireland,Neutral
25815,this month,Lymphoma Hub,Neutral
25816,thursday,Lymphoma Hub,Neutral
25817,cll kostas,VJHemOnc,Neutral
25818,iris de weerdt,VJHemOnc,Neutral
25819,newdrop pin,Jah Kuu,Neutral
25820,bobby brown,Jah Kuu,Neutral
25821,don fresco,Jah Kuu,Neutral
25822,andy s story,Andrew Schorr,Neutral
25823,european commission,CLL Ireland,Neutral
25824,cordis news,CLL Ireland,Neutral
25825,4,Helen Jane Mee,Neutral
25826,9,Immuno-Oncology,Neutral
25827,9,Cancer Papers,Negative
25828,monsterrat,CLL Ireland,Neutral
25829,tomorrow,Cancer And I,Negative
25830,2nd,Cancer And I,Negative
25831,intro,Cancer And I,Negative
25832,late summer 2017,George,Neutral
25833,tgtx btk,Anna Deveau,Neutral
25834,monsterrat hospitalclinic,VJHemOnc,Neutral
25835,gki ketogenic cll_ear,Misha Sakharoff,Neutral
25836,buteyko,Misha Sakharoff,Neutral
25837,keto cll_ear,Misha Sakharoff,Neutral
25838,cll,Lucas ♚,Neutral
25839,2017,emailwire,Neutral
25840,cirmtuzumab,Anna Deveau,Neutral
25841,252c,@ReportsandMarkets,Neutral
25842,2017,@ReportsandMarkets,Neutral
25843,26pco,@ReportsandMarkets,Neutral
25844,200,@ReportsandMarkets,Neutral
25845,info,aaapestcontrolstl,Neutral
25846,2017,QxMD | Decision Support & Quality Improvement,compound
25847,the xvii international,Cancer Papers,Negative
25848,3,AU Oncology Reviews,Neutral
25849,california,CIRM,Neutral
25850,1 2,CIRM,Neutral
25851,el uso de lenalidomida,Dr. Luis Villela,Neutral
25852,linfocitica crónica,Dr. Luis Villela,Neutral
25853,hdac6,Prof John,Neutral
25854,1 year,Lymphoma Hub,Neutral
25855,aurelian,AURELIAN UDRISTIOIU,Neutral
25856,phase ii,Lymphoma Hub,Neutral
25857,12 pm,Andrew Schorr,Neutral
25858,los medallistas de la universiadamundial,Estelar Gimnasia,Neutral
25859,taipei2017 gav gaf cll,Estelar Gimnasia,Neutral
25860,weillcornell s dr,NewYork-Presbyterian,Neutral
25861,second,NewYork-Presbyterian,Neutral
25862,w,NewYork-Presbyterian,Neutral
25863,2017,EPR Network,Neutral
25864,2017,BizPR,Neutral
25865,american,Dr. 'CLL' Khan,Neutral
25866,about 14 600,Dr. 'CLL' Khan,Neutral
25867,each year,Dr. 'CLL' Khan,Neutral
25868,us,Dr. 'CLL' Khan,Neutral
25869,first,Cancer And I,Negative
25870,20 30,Cancer And I,Negative
25871,1,Cancer And I,Negative
25872,one,Janssen Canada,Neutral
25873,paul henderson,Janssen Canada,Neutral
25874,cll,Dr Shushil Choubey,Neutral
25875,alter n,Dendritic cells,Neutral
25876,christopher fox nottmhospitals,VJHemOnc,Neutral
25877,alter n,Cancer Papers,Negative
25878,gc frontimmunol alter n link,ImmuneGCPapers,Neutral
25879,30062017,COPD News,Neutral
25880,four week,Dr. Melody Davis,Neutral
25881,17,Dr. Melody Davis,Neutral
25882,71,Dr. Melody Davis,Neutral
25883,30062017,CRO Contract Res.,Neutral
25884,javier pinilla ibarz,VJHemOnc,Neutral
25885,season,Prof John,Neutral
25886,ash16,VJHemOnc,Neutral
25887,tp53,BloodWork,Neutral
25888,today,Sean_Stewart,Neutral
25889,manera de,Lucas ♚,Neutral
25890,pibes jajajaja,Lucas ♚,Neutral
25891,capo cll,Lucas ♚,Neutral
25892,hamburguesas con la banda,Lucas ♚,Neutral
25893,sehh_es,Oncocheck,Neutral
25894,cheson md,CLL Society Inc.,Neutral
25895,our cll portland event w mdandersonnews,Patient Power,Neutral
25896,sehh_es,Life Length,Neutral
25897,el duoc,The Pepex Family,Neutral
25898,el duoc,Indy Wrestling Chile,Neutral
25899,1,Leukaemia Care,Positive
25900,155,Leukaemia Care,Positive
25901,260,Leukaemia Care,Positive
25902,julio chavez md,OncLive SOSS,Neutral
25903,entwurf der aktualisierten,Krebsgesellschaft,Neutral
25904,30 08,Krebsgesellschaft,Neutral
25905,liverpool,LymphomaAction,Neutral
25906,s100,Blood Journal,Neutral
25907,mark hoffman,CenterJewishGenetics,Neutral
25908,1,Marek Trneny,Neutral
25909,70,J Immunol,Neutral
25910,rituximab amp obinutuzumab,J Immunol,Neutral
25911,cll,NACDA Program on Aging,Neutral
25912,terraza la banderas de cll un espacio recreativo para,Corporación Lady Lee,Neutral
25913,disfrutemos buenos,Corporación Lady Lee,Neutral
25914,colegas y,Corporación Lady Lee,Neutral
25915,50,Jeff T Bowles,Neutral
25916,50,Vitamin D Council,Positive
25917,w dr kipps,Patient Power,Neutral
25918,24,CLL Ireland,Neutral
25919,cll mutation,CLL Ireland,Neutral
25920,icml17 w barbara,VJHemOnc,Neutral
25921,university hospital,VJHemOnc,Neutral
25922,few week ago,"chadi nabhan MD, MBA, FACP",Neutral
25923,la temporada continúa con,Indy Wrestling Chile,Neutral
25924,two,Oncology Tube,Neutral
25925,john pagel,"Binay Shah, MD, MHA",Neutral
25926,icaho2017,"Binay Shah, MD, MHA",Neutral
25927,31072017,COPD News,Neutral
25928,october 8th 2017,adam,Neutral
25929,gregor m,Cancer Papers,Negative
25930,2017,Gosretort777666,Neutral
25931,2021,Gosretort777666,Neutral
25932,cll,Christopher Steer,Neutral
25933,ncic2017,Christopher Steer,Neutral
25934,dr jeff,Shelley Webb,Neutral
25935,18th august,James Porreca,Neutral
25936,2017,James Porreca,Neutral
25937,2,the limbic,Neutral
25938,drs keating,Andrew Schorr,Neutral
25939,4,Andrew Schorr,Neutral
25940,sept 23,Andrew Schorr,Neutral
25941,portland oregon,Andrew Schorr,Neutral
25942,andrew schorr,Oncology Tube,Neutral
25943,asco2017,VJHemOnc,Neutral
25944,september,Spot Leukaemia,Neutral
25945,every day,CLL Ireland,Neutral
25946,26a,microRNApapers,Neutral
25947,microrna26a,miRNA News,Neutral
25948,26a,Cancer Papers,Negative
25949,cll,Blood Cancer UK,Negative
25950,dr brigitte,"RC Dresden, Germany",Neutral
25951,den händen von sachsens,"RC Dresden, Germany",Neutral
25952,2017,"Raul Cordoba, MD, PhD",Neutral
25953,2017,Garbiñe Lizeaga,Neutral
25954,jamaonc w anthonymatomd,"chadi nabhan MD, MBA, FACP",Neutral
25955,month,Helen Jane Mee,Neutral
25956,obinutuzumab via,Oncology Times,Neutral
25957,northeasterncos cll,Oncology Times,Neutral
25958,26a,Tracia.my.tupperware.com,Neutral
25959,23 september,LymphomaAction,Neutral
25960,momento romantico,Alison Evans,Neutral
25961,musica del guardaespaldas cll,Alison Evans,Neutral
25962,2022,myMarketSize,Neutral
25963,burke,Patient Power,Neutral
25964,cd19,CancerWallonia,Neutral
25965,cll lymsm,CLL Society Inc.,Neutral
25966,2022,jayant khairkar,Neutral
25967,cro relapse,CRO Contract Res.,Neutral
25968,cll,CRO Contract Res.,Neutral
25969,31072017,CRO Contract Res.,Neutral
25970,1250,CRO Contract Res.,Neutral
25971,cll,Drug Delivery News,Neutral
25972,31072017,Drug Delivery News,Neutral
25973,1250,Drug Delivery News,Neutral
25974,cuban,Amy C. Cavers,Neutral
25975,ibrutinib beschikbaar,Hematon,Neutral
25976,cll,Hematon,Neutral
25977,062,Edison,Neutral
25978,spring 2018,Edison,Neutral
25979,062,EdisonHealthcare,Neutral
25980,spring 2018,EdisonHealthcare,Neutral
25981,alex amp,Continuous Lifecycle London (online),Neutral
